"","date","admin1","admin2","admin3","origin","household","individual"
"782",2016-02-29,"Mopti","Douentza","Douentza Commune",NA,24,84
"783",2016-02-29,"Mopti","Douentza","Gandamia",NA,NA,NA
"784",2016-02-29,"Mopti","Douentza","Haire",NA,NA,NA
"785",2016-02-29,"Mopti","Douentza","Hombori",NA,NA,NA
"786",2016-02-29,"Mopti","Douentza","Korarou",NA,0,0
"787",2016-02-29,"Mopti","Douentza","Mondoro",NA,NA,NA
"788",2016-02-29,"Mopti","Koro","Koro",NA,23,93
"789",2016-02-29,"Mopti","Tenenkou","Diafarabe",NA,NA,NA
"790",2016-02-29,"Mopti","Tenenkou","Diondori",NA,NA,NA
"791",2016-02-29,"Mopti","Tenenkou","Kareri",NA,0,0
"792",2016-02-29,"Mopti","Tenenkou","Sougoulbe",NA,NA,NA
"793",2016-02-29,"Mopti","Tenenkou","Tenenkou Commune",NA,28,87
"794",2016-02-29,"Tombouctou","Tombouctou","Alafia",NA,434,3410
"795",2016-02-29,"Tombouctou","Tombouctou","Ber",NA,NA,NA
"796",2016-02-29,"Tombouctou","Tombouctou","Bourem Inaly",NA,7,41
"797",2016-02-29,"Tombouctou","Tombouctou","Lafia",NA,10,62
"798",2016-02-29,"Tombouctou","Tombouctou","Salam",NA,NA,NA
"799",2016-02-29,"Tombouctou","Tombouctou","Tombouctou",NA,124,1136
"800",2016-02-29,"Tombouctou","Dire","Arham",NA,30,150
"801",2016-02-29,"Tombouctou","Dire","Bourem Sidi Amar",NA,NA,NA
"802",2016-02-29,"Tombouctou","Dire","Dangha",NA,65,431
"803",2016-02-29,"Tombouctou","Dire","Dire",NA,28,95
"804",2016-02-29,"Tombouctou","Dire","Garbakoira",NA,NA,NA
"805",2016-02-29,"Tombouctou","Dire","Haibongo",NA,0,0
"806",2016-02-29,"Tombouctou","Dire","Kirchamba",NA,NA,NA
"807",2016-02-29,"Tombouctou","Dire","Sareyamou",NA,NA,NA
"808",2016-02-29,"Tombouctou","Dire","Tienkour",NA,66,500
"809",2016-02-29,"Tombouctou","Dire","Tindirma",NA,NA,NA
"810",2016-02-29,"Tombouctou","Dire","Tinguereguif",NA,10,60
"811",2016-02-29,"Tombouctou","Goundam","Adarmalane",NA,0,0
"812",2016-02-29,"Tombouctou","Goundam","Alzounoub",NA,0,0
"813",2016-02-29,"Tombouctou","Goundam","Bintagoungou",NA,NA,NA
"814",2016-02-29,"Tombouctou","Goundam","Douekire",NA,NA,NA
"815",2016-02-29,"Tombouctou","Goundam","Doukouria",NA,NA,NA
"816",2016-02-29,"Tombouctou","Goundam","Essakane",NA,1435,9395
"817",2016-02-29,"Tombouctou","Goundam","Gargando",NA,0,0
"818",2016-02-29,"Tombouctou","Goundam","Goundam Commune",NA,170,1141
"819",2016-02-29,"Tombouctou","Goundam","Issa Bery",NA,54,324
"820",2016-02-29,"Tombouctou","Goundam","Kaneye",NA,0,0
"821",2016-02-29,"Tombouctou","Goundam","M'bouna",NA,350,2051
"822",2016-02-29,"Tombouctou","Goundam","Razelma",NA,0,0
"823",2016-02-29,"Tombouctou","Goundam","Tele",NA,NA,NA
"824",2016-02-29,"Tombouctou","Goundam","Tilemsi",NA,0,0
"825",2016-02-29,"Tombouctou","Goundam","Tin Aicha",NA,146,730
"826",2016-02-29,"Tombouctou","Goundam","Tonka",NA,106,968
"827",2016-02-29,"Tombouctou","Gourma-Rharous","Bambara Maoude",NA,NA,NA
"828",2016-02-29,"Tombouctou","Gourma-Rharous","Banicane",NA,192,355
"829",2016-02-29,"Tombouctou","Gourma-Rharous","Gossi",NA,NA,NA
"830",2016-02-29,"Tombouctou","Gourma-Rharous","Gossi",NA,0,0
"831",2016-02-29,"Tombouctou","Gourma-Rharous","Hamzakona",NA,NA,NA
"832",2016-02-29,"Tombouctou","Gourma-Rharous","Haribomo",NA,NA,NA
"833",2016-02-29,"Tombouctou","Gourma-Rharous","Haribomo",NA,0,0
"834",2016-02-29,"Tombouctou","Gourma-Rharous","Inadiatafane",NA,0,0
"835",2016-02-29,"Tombouctou","Gourma-Rharous","Inadiatafane",NA,0,0
"836",2016-02-29,"Tombouctou","Gourma-Rharous","Ouinerden",NA,NA,NA
"837",2016-02-29,"Tombouctou","Gourma-Rharous","Rharous",NA,NA,NA
"838",2016-02-29,"Tombouctou","Gourma-Rharous","Serere",NA,240,476
"839",2016-02-29,"Tombouctou","Niafunke","Banikane Narhawa",NA,NA,NA
"840",2016-02-29,"Tombouctou","Niafunke","Dianke",NA,NA,NA
"841",2016-02-29,"Tombouctou","Niafunke","Fittouga",NA,NA,NA
"842",2016-02-29,"Tombouctou","Niafunke","Koumaira",NA,NA,NA
"843",2016-02-29,"Tombouctou","Niafunke","Lere",NA,NA,NA
"844",2016-02-29,"Tombouctou","Niafunke","N'gorkou",NA,NA,NA
"845",2016-02-29,"Tombouctou","Niafunke","Souboundou",NA,402,1915
"846",2016-02-29,"Tombouctou","Niafunke","Soumpi",NA,399,1828
"847",2016-02-29,"Gao","Gao","Anchawadi",NA,250,450
"848",2016-02-29,"Gao","Gao","Gabero",NA,NA,NA
"849",2016-02-29,"Gao","Gao","Gao",NA,1499,8200
"850",2016-02-29,"Gao","Gao","Gounzoureye",NA,NA,NA
"851",2016-02-29,"Gao","Gao","N'tillit",NA,NA,NA
"852",2016-02-29,"Gao","Gao","Sony Aliber",NA,NA,NA
"853",2016-02-29,"Gao","Gao","Tilemsi",NA,NA,NA
"854",2016-02-29,"Gao","Ansongo","Ansongo",NA,80,294
"855",2016-02-29,"Gao","Ansongo","Bara",NA,6,42
"856",2016-02-29,"Gao","Ansongo","Bourra",NA,NA,NA
"857",2016-02-29,"Gao","Ansongo","Ouattagouna",NA,21,157
"858",2016-02-29,"Gao","Ansongo","Talataye",NA,NA,NA
"859",2016-02-29,"Gao","Ansongo","Tessit",NA,NA,NA
"860",2016-02-29,"Gao","Ansongo","Tin Hama",NA,NA,NA
"861",2016-02-29,"Gao","Bourem","Bamba",NA,NA,NA
"862",2016-02-29,"Gao","Bourem","Bourem",NA,3,26
"863",2016-02-29,"Gao","Bourem","Taboye",NA,NA,NA
"864",2016-02-29,"Gao","Bourem","Tarkint",NA,NA,NA
"865",2016-02-29,"Gao","Bourem","Temera",NA,NA,NA
"866",2016-02-29,"Gao","Menaka","Anderamboukane",NA,60,300
"867",2016-02-29,"Gao","Menaka","Inekar",NA,96,311
"868",2016-02-29,"Gao","Menaka","Menaka",NA,696,4231
"869",2016-02-29,"Gao","Menaka","Tidermene",NA,NA,NA
"870",2016-02-29,"Koulikoro","Kangaba","Alata",NA,NA,NA
"871",2016-02-29,"Kidal","Kidal","Anefif",NA,145,396
"872",2016-02-29,"Kidal","Kidal","Kidal",NA,9,63
"873",2016-02-29,"Kidal","Tin-Essako","Tin Essako",NA,NA,NA
"874",2016-02-29,"Kidal","Abeibara","Abeibara",NA,40,150
"875",2016-02-29,"Kidal","Abeibara","Tinzawatene",NA,NA,NA
"876",2016-02-29,"Kidal","Tessalit","Adjelhoc",NA,NA,NA
"877",2016-02-29,"Kidal","Tessalit","Essouk",NA,NA,NA
"878",2016-02-29,"Kidal","Tessalit","Tessalit",NA,NA,NA
"879",2016-02-29,"Kidal","Tessalit","Timtaghene",NA,NA,NA
"880",2016-02-29,"Bamako","Bamako","Commune I",NA,336,1902
"881",2016-02-29,"Bamako","Bamako","Commune II",NA,78,369
"882",2016-02-29,"Bamako","Bamako","Commune III",NA,237,1159
"883",2016-02-29,"Bamako","Bamako","Commune IV",NA,183,783
"884",2016-02-29,"Bamako","Bamako","Commune V",NA,212,957
"885",2016-02-29,"Bamako","Bamako","Commune VI",NA,116,654
"886",2016-04-30,"Kayes","Kayes","Kayes Commune",NA,7,16
"887",2016-04-30,"Kayes","Diema","Diema",NA,1,5
"888",2016-04-30,"Kayes","Nioro","Nioro Commune",NA,0,0
"889",2016-04-30,"Koulikoro","Koulikoro","Koulikoro Commune",NA,18,54
"890",2016-04-30,"Koulikoro","Dioila","Guegneka",NA,0,0
"891",2016-04-30,"Koulikoro","Dioila","Kaladougou",NA,1,1
"892",2016-04-30,"Koulikoro","Kati","Baguineda Camp",NA,0,0
"893",2016-04-30,"Koulikoro","Kati","Kalabancoro",NA,317,1035
"894",2016-04-30,"Koulikoro","Kati","Kambila",NA,0,0
"895",2016-04-30,"Koulikoro","Kati","Kati Commune",NA,23,104
"896",2016-04-30,"Koulikoro","Kati","Mande",NA,1,1
"897",2016-04-30,"Koulikoro","Kati","Moribabougou",NA,47,320
"898",2016-04-30,"Koulikoro","Kati","Sangarebougou",NA,21,112
"899",2016-04-30,"Sikasso","Yanfolila","Wassoulou Balle",NA,0,0
"900",2016-04-30,"Sikasso","Koutiala","Koutiala Commune",NA,19,32
"901",2016-04-30,"Sikasso","Sikasso","SIKASSO Commune",NA,8,8
"902",2016-04-30,"Ségou","Baroueli","Baraoueli",NA,3,10
"903",2016-04-30,"Ségou","Baroueli","Sanando",NA,2,7
"904",2016-04-30,"Ségou","Segou","Dioro",NA,0,0
"905",2016-04-30,"Ségou","Segou","Dougabougou",NA,0,0
"906",2016-04-30,"Ségou","Segou","Markala",NA,0,0
"907",2016-04-30,"Ségou","Segou","Pelengana",NA,36,129
"908",2016-04-30,"Ségou","Segou","Sebougou",NA,17,66
"909",2016-04-30,"Ségou","Segou","Segou Commune",NA,123,441
"910",2016-04-30,"Ségou","Bla","Bla",NA,0,0
"911",2016-04-30,"Ségou","San","San Commune",NA,67,248
"912",2016-04-30,"Ségou","Niono","Mariko",NA,0,0
"913",2016-04-30,"Ségou","Niono","Nampalari",NA,NA,NA
"914",2016-04-30,"Ségou","Niono","Niono",NA,41,181
"915",2016-04-30,"Ségou","Niono","Siribala",NA,0,0
"916",2016-04-30,"Ségou","Tominian","Benena",NA,0,0
"917",2016-04-30,"Ségou","Tominian","Tominian",NA,0,0
"918",2016-04-30,"Ségou","Macina","Kokry Centre",NA,2,9
"919",2016-04-30,"Ségou","Macina","Macina",NA,3,7
"920",2016-04-30,"Mopti","Mopti","Dialloube",NA,214,577
"921",2016-04-30,"Mopti","Mopti","Fatoma",NA,15,48
"922",2016-04-30,"Mopti","Mopti","Konna",NA,5,8
"923",2016-04-30,"Mopti","Mopti","Korombana",NA,8,29
"924",2016-04-30,"Mopti","Mopti","Koubaye",NA,0,0
"925",2016-04-30,"Mopti","Mopti","Mopti Commune",NA,101,174
"926",2016-04-30,"Mopti","Mopti","Sio",NA,8,18
"927",2016-04-30,"Mopti","Mopti","Socoura",NA,101,271
"928",2016-04-30,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"929",2016-04-30,"Mopti","Bandiagara","Segue Ire",NA,NA,NA
"930",2016-04-30,"Mopti","Bankass","Bankass",NA,4,6
"931",2016-04-30,"Mopti","Youwarou","Bimbere Tama",NA,4,25
"932",2016-04-30,"Mopti","Youwarou","Deboye",NA,NA,NA
"933",2016-04-30,"Mopti","Youwarou","Dongo",NA,NA,NA
"934",2016-04-30,"Mopti","Youwarou","Farimake",NA,NA,NA
"935",2016-04-30,"Mopti","Youwarou","Youwarou",NA,9,56
"936",2016-04-30,"Mopti","Djenne","Djenne Commune",NA,18,28
"937",2016-04-30,"Mopti","Douentza","Dallah",NA,NA,NA
"938",2016-04-30,"Mopti","Douentza","Debere",NA,NA,NA
"939",2016-04-30,"Mopti","Douentza","Dianwely",NA,NA,NA
"940",2016-04-30,"Mopti","Douentza","Djaptodji",NA,NA,NA
"941",2016-04-30,"Mopti","Douentza","Douentza Commune",NA,24,84
"942",2016-04-30,"Mopti","Douentza","Gandamia",NA,NA,NA
"943",2016-04-30,"Mopti","Douentza","Haire",NA,NA,NA
"944",2016-04-30,"Mopti","Douentza","Hombori",NA,NA,NA
"945",2016-04-30,"Mopti","Douentza","Korarou",NA,0,0
"946",2016-04-30,"Mopti","Douentza","Mondoro",NA,NA,NA
"947",2016-04-30,"Mopti","Koro","Koro",NA,23,93
"948",2016-04-30,"Mopti","Tenenkou","Diafarabe",NA,NA,NA
"949",2016-04-30,"Mopti","Tenenkou","Diondori",NA,NA,NA
"950",2016-04-30,"Mopti","Tenenkou","Kareri",NA,0,0
"951",2016-04-30,"Mopti","Tenenkou","Sougoulbe",NA,NA,NA
"952",2016-04-30,"Mopti","Tenenkou","Tenenkou Commune",NA,58,221
"953",2016-04-30,"Tombouctou","Tombouctou","Alafia",NA,209,2077
"954",2016-04-30,"Tombouctou","Tombouctou","Ber",NA,NA,NA
"955",2016-04-30,"Tombouctou","Tombouctou","Bourem Inaly",NA,4,27
"956",2016-04-30,"Tombouctou","Tombouctou","Lafia",NA,NA,NA
"957",2016-04-30,"Tombouctou","Tombouctou","Salam",NA,NA,NA
"958",2016-04-30,"Tombouctou","Tombouctou","Tombouctou",NA,96,611
"959",2016-04-30,"Tombouctou","Dire","Arham",NA,30,150
"960",2016-04-30,"Tombouctou","Dire","Bourem Sidi Amar",NA,NA,NA
"961",2016-04-30,"Tombouctou","Dire","Dangha",NA,11,66
"962",2016-04-30,"Tombouctou","Dire","Dire",NA,NA,NA
"963",2016-04-30,"Tombouctou","Dire","Garbakoira",NA,NA,NA
"964",2016-04-30,"Tombouctou","Dire","Haibongo",NA,NA,NA
"965",2016-04-30,"Tombouctou","Dire","Kirchamba",NA,52,398
"966",2016-04-30,"Tombouctou","Dire","Sareyamou",NA,NA,NA
"967",2016-04-30,"Tombouctou","Dire","Tienkour",NA,NA,NA
"968",2016-04-30,"Tombouctou","Dire","Tindirma",NA,NA,NA
"969",2016-04-30,"Tombouctou","Dire","Tinguereguif",NA,NA,NA
"970",2016-04-30,"Tombouctou","Goundam","Adarmalane",NA,NA,NA
"971",2016-04-30,"Tombouctou","Goundam","Alzounoub",NA,NA,NA
"972",2016-04-30,"Tombouctou","Goundam","Bintagoungou",NA,12,NA
"973",2016-04-30,"Tombouctou","Goundam","Douekire",NA,NA,NA
"974",2016-04-30,"Tombouctou","Goundam","Doukouria",NA,NA,NA
"975",2016-04-30,"Tombouctou","Goundam","Essakane",NA,1013,7359
"976",2016-04-30,"Tombouctou","Goundam","Gargando",NA,0,0
"977",2016-04-30,"Tombouctou","Goundam","Goundam Commune",NA,121,936
"978",2016-04-30,"Tombouctou","Goundam","Issa Bery",NA,56,405
"979",2016-04-30,"Tombouctou","Goundam","Kaneye",NA,0,0
"980",2016-04-30,"Tombouctou","Goundam","M'bouna",NA,152,951
"981",2016-04-30,"Tombouctou","Goundam","Razelma",NA,NA,NA
"982",2016-04-30,"Tombouctou","Goundam","Tele",NA,NA,NA
"983",2016-04-30,"Tombouctou","Goundam","Tilemsi",NA,NA,NA
"984",2016-04-30,"Tombouctou","Goundam","Tin Aicha",NA,NA,NA
"985",2016-04-30,"Tombouctou","Goundam","Tonka",NA,NA,NA
"986",2016-04-30,"Tombouctou","Gourma-Rharous","Bambara Maoude",NA,NA,NA
"987",2016-04-30,"Tombouctou","Gourma-Rharous","Banicane",NA,192,355
"988",2016-04-30,"Tombouctou","Gourma-Rharous","Gossi",NA,NA,NA
"989",2016-04-30,"Tombouctou","Gourma-Rharous","Hamzakona",NA,NA,NA
"990",2016-04-30,"Tombouctou","Gourma-Rharous","Haribomo",NA,NA,NA
"991",2016-04-30,"Tombouctou","Gourma-Rharous","Inadiatafane",NA,NA,NA
"992",2016-04-30,"Tombouctou","Gourma-Rharous","Ouinerden",NA,NA,NA
"993",2016-04-30,"Tombouctou","Gourma-Rharous","Rharous",NA,NA,NA
"994",2016-04-30,"Tombouctou","Gourma-Rharous","Serere",NA,206,398
"995",2016-04-30,"Tombouctou","Niafunke","Banikane Narhawa",NA,NA,NA
"996",2016-04-30,"Tombouctou","Niafunke","Dianke",NA,NA,NA
"997",2016-04-30,"Tombouctou","Niafunke","Fittouga",NA,NA,NA
"998",2016-04-30,"Tombouctou","Niafunke","Koumaira",NA,NA,NA
"999",2016-04-30,"Tombouctou","Niafunke","Lere",NA,NA,NA
"1000",2016-04-30,"Tombouctou","Niafunke","N'gorkou",NA,NA,NA
"1001",2016-04-30,"Tombouctou","Niafunke","Souboundou",NA,231,1155
"1002",2016-04-30,"Tombouctou","Niafunke","Soumpi",NA,313,1825
"1003",2016-04-30,"Gao","Gao","Anchawadi",NA,250,450
"1004",2016-04-30,"Gao","Gao","Gabero",NA,NA,NA
"1005",2016-04-30,"Gao","Gao","Gao",NA,1118,6708
"1006",2016-04-30,"Gao","Gao","Gounzoureye",NA,60,243
"1007",2016-04-30,"Gao","Gao","N'tillit",NA,NA,NA
"1008",2016-04-30,"Gao","Gao","Sony Aliber",NA,NA,NA
"1009",2016-04-30,"Gao","Gao","Tilemsi",NA,NA,NA
"1010",2016-04-30,"Gao","Ansongo","Ansongo",NA,NA,NA
"1011",2016-04-30,"Gao","Ansongo","Bara",NA,NA,NA
"1012",2016-04-30,"Gao","Ansongo","Bourra",NA,30,180
"1013",2016-04-30,"Gao","Ansongo","Ouattagouna",NA,NA,NA
"1014",2016-04-30,"Gao","Ansongo","Talataye",NA,NA,NA
"1015",2016-04-30,"Gao","Ansongo","Tessit",NA,NA,NA
"1016",2016-04-30,"Gao","Ansongo","Tin Hama",NA,NA,NA
"1017",2016-04-30,"Gao","Bourem","Bamba",NA,NA,NA
"1018",2016-04-30,"Gao","Bourem","Bourem",NA,NA,NA
"1019",2016-04-30,"Gao","Bourem","Taboye",NA,NA,NA
"1020",2016-04-30,"Gao","Bourem","Tarkint",NA,NA,NA
"1021",2016-04-30,"Gao","Bourem","Temera",NA,NA,NA
"1022",2016-04-30,"Gao","Menaka","Anderamboukane",NA,NA,NA
"1023",2016-04-30,"Gao","Menaka","Inekar",NA,NA,NA
"1024",2016-04-30,"Gao","Menaka","Menaka",NA,449,2726
"1025",2016-04-30,"Gao","Menaka","Tidermene",NA,NA,NA
"1026",2016-04-30,"Koulikoro","Kangaba","Alata",NA,NA,NA
"1027",2016-04-30,"Kidal","Kidal","Anefif",NA,46,214
"1028",2016-04-30,"Kidal","Kidal","Kidal",NA,9,63
"1029",2016-04-30,"Kidal","Tin-Essako","Tin Essako",NA,NA,NA
"1030",2016-04-30,"Kidal","Abeibara","Abeibara",NA,13,71
"1031",2016-04-30,"Kidal","Abeibara","Tinzawatene",NA,11,54
"1032",2016-04-30,"Kidal","Tessalit","Adjelhoc",NA,NA,NA
"1033",2016-04-30,"Kidal","Tessalit","Essouk",NA,NA,NA
"1034",2016-04-30,"Kidal","Tessalit","Tessalit",NA,NA,NA
"1035",2016-04-30,"Kidal","Tessalit","Timtaghene",NA,NA,NA
"1036",2016-04-30,"Bamako","Bamako","Commune I",NA,219,1319
"1037",2016-04-30,"Bamako","Bamako","Commune II",NA,80,389
"1038",2016-04-30,"Bamako","Bamako","Commune III",NA,188,939
"1039",2016-04-30,"Bamako","Bamako","Commune IV",NA,175,747
"1040",2016-04-30,"Bamako","Bamako","Commune V",NA,201,880
"1041",2016-04-30,"Bamako","Bamako","Commune VI",NA,107,600
"1042",2016-05-31,"Kayes","Kayes","Kayes Commune",NA,7,16
"1043",2016-05-31,"Kayes","Diema","Diema",NA,1,5
"1044",2016-05-31,"Kayes","Nioro","Nioro Commune",NA,0,0
"1045",2016-05-31,"Koulikoro","Koulikoro","Koulikoro Commune",NA,18,54
"1046",2016-05-31,"Koulikoro","Dioila","Guegneka",NA,0,0
"1047",2016-05-31,"Koulikoro","Dioila","Kaladougou",NA,1,1
"1048",2016-05-31,"Koulikoro","Kati","Baguineda Camp",NA,0,0
"1049",2016-05-31,"Koulikoro","Kati","Kalabancoro",NA,317,1035
"1050",2016-05-31,"Koulikoro","Kati","Kambila",NA,0,0
"1051",2016-05-31,"Koulikoro","Kati","Kati Commune",NA,23,104
"1052",2016-05-31,"Koulikoro","Kati","Mande",NA,1,1
"1053",2016-05-31,"Koulikoro","Kati","Moribabougou",NA,47,320
"1054",2016-05-31,"Koulikoro","Kati","Sangarebougou",NA,21,112
"1055",2016-05-31,"Sikasso","Yanfolila","Wassoulou Balle",NA,0,0
"1056",2016-05-31,"Sikasso","Koutiala","Koutiala Commune",NA,19,32
"1057",2016-05-31,"Sikasso","Sikasso","SIKASSO Commune",NA,8,8
"1058",2016-05-31,"Ségou","Baroueli","Baraoueli",NA,3,10
"1059",2016-05-31,"Ségou","Baroueli","Sanando",NA,2,7
"1060",2016-05-31,"Ségou","Segou","Dioro",NA,0,0
"1061",2016-05-31,"Ségou","Segou","Dougabougou",NA,0,0
"1062",2016-05-31,"Ségou","Segou","Markala",NA,0,0
"1063",2016-05-31,"Ségou","Segou","Pelengana",NA,36,129
"1064",2016-05-31,"Ségou","Segou","Sebougou",NA,17,66
"1065",2016-05-31,"Ségou","Segou","Segou Commune",NA,123,441
"1066",2016-05-31,"Ségou","Bla","Bla",NA,0,0
"1067",2016-05-31,"Ségou","San","San Commune",NA,67,248
"1068",2016-05-31,"Ségou","Niono","Diabaly",NA,44,270
"1069",2016-05-31,"Ségou","Niono","Mariko",NA,0,0
"1070",2016-05-31,"Ségou","Niono","Nampalari",NA,68,420
"1071",2016-05-31,"Ségou","Niono","Niono",NA,42,187
"1072",2016-05-31,"Ségou","Niono","Siribala",NA,0,0
"1073",2016-05-31,"Ségou","Niono","Toridaga",NA,43,333
"1074",2016-05-31,"Ségou","Niono","Yeredon Sanio",NA,1,10
"1075",2016-05-31,"Ségou","Tominian","Benena",NA,0,0
"1076",2016-05-31,"Ségou","Tominian","Tominian",NA,0,0
"1077",2016-05-31,"Ségou","Macina","Kokry Centre",NA,2,9
"1078",2016-05-31,"Ségou","Macina","Macina",NA,3,7
"1079",2016-05-31,"Mopti","Mopti","Dialloube",NA,214,577
"1080",2016-05-31,"Mopti","Mopti","Fatoma",NA,15,48
"1081",2016-05-31,"Mopti","Mopti","Konna",NA,5,8
"1082",2016-05-31,"Mopti","Mopti","Korombana",NA,8,29
"1083",2016-05-31,"Mopti","Mopti","Koubaye",NA,0,0
"1084",2016-05-31,"Mopti","Mopti","Mopti Commune",NA,101,174
"1085",2016-05-31,"Mopti","Mopti","Sio",NA,8,18
"1086",2016-05-31,"Mopti","Mopti","Socoura",NA,101,271
"1087",2016-05-31,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"1088",2016-05-31,"Mopti","Bandiagara","Segue Ire",NA,NA,NA
"1089",2016-05-31,"Mopti","Bankass","Bankass",NA,4,6
"1090",2016-05-31,"Mopti","Youwarou","Bimbere Tama",NA,4,25
"1091",2016-05-31,"Mopti","Youwarou","Deboye",NA,NA,NA
"1092",2016-05-31,"Mopti","Youwarou","Dongo",NA,NA,NA
"1093",2016-05-31,"Mopti","Youwarou","Farimake",NA,NA,NA
"1094",2016-05-31,"Mopti","Youwarou","Youwarou",NA,9,56
"1095",2016-05-31,"Mopti","Djenne","Djenne Commune",NA,18,28
"1096",2016-05-31,"Mopti","Douentza","Dallah",NA,NA,NA
"1097",2016-05-31,"Mopti","Douentza","Debere",NA,NA,NA
"1098",2016-05-31,"Mopti","Douentza","Dianwely",NA,NA,NA
"1099",2016-05-31,"Mopti","Douentza","Djaptodji",NA,NA,NA
"1100",2016-05-31,"Mopti","Douentza","Douentza Commune",NA,24,84
"1101",2016-05-31,"Mopti","Douentza","Gandamia",NA,NA,NA
"1102",2016-05-31,"Mopti","Douentza","Haire",NA,NA,NA
"1103",2016-05-31,"Mopti","Douentza","Hombori",NA,NA,NA
"1104",2016-05-31,"Mopti","Douentza","Korarou",NA,0,0
"1105",2016-05-31,"Mopti","Douentza","Mondoro",NA,NA,NA
"1106",2016-05-31,"Mopti","Koro","Koro",NA,23,93
"1107",2016-05-31,"Mopti","Tenenkou","Diafarabe",NA,NA,NA
"1108",2016-05-31,"Mopti","Tenenkou","Diondori",NA,NA,NA
"1109",2016-05-31,"Mopti","Tenenkou","Kareri",NA,0,0
"1110",2016-05-31,"Mopti","Tenenkou","Sougoulbe",NA,NA,NA
"1111",2016-05-31,"Mopti","Tenenkou","Tenenkou Commune",NA,58,221
"1112",2016-05-31,"Tombouctou","Tombouctou","Alafia",NA,209,2077
"1113",2016-05-31,"Tombouctou","Tombouctou","Ber",NA,NA,NA
"1114",2016-05-31,"Tombouctou","Tombouctou","Bourem Inaly",NA,4,27
"1115",2016-05-31,"Tombouctou","Tombouctou","Lafia",NA,NA,NA
"1116",2016-05-31,"Tombouctou","Tombouctou","Salam",NA,NA,NA
"1117",2016-05-31,"Tombouctou","Tombouctou","Tombouctou",NA,96,611
"1118",2016-05-31,"Tombouctou","Dire","Arham",NA,30,150
"1119",2016-05-31,"Tombouctou","Dire","Bourem Sidi Amar",NA,NA,NA
"1120",2016-05-31,"Tombouctou","Dire","Dangha",NA,11,66
"1121",2016-05-31,"Tombouctou","Dire","Dire",NA,NA,NA
"1122",2016-05-31,"Tombouctou","Dire","Garbakoira",NA,NA,NA
"1123",2016-05-31,"Tombouctou","Dire","Haibongo",NA,NA,NA
"1124",2016-05-31,"Tombouctou","Dire","Kirchamba",NA,52,398
"1125",2016-05-31,"Tombouctou","Dire","Sareyamou",NA,NA,NA
"1126",2016-05-31,"Tombouctou","Dire","Tienkour",NA,NA,NA
"1127",2016-05-31,"Tombouctou","Dire","Tindirma",NA,NA,NA
"1128",2016-05-31,"Tombouctou","Dire","Tinguereguif",NA,NA,NA
"1129",2016-05-31,"Tombouctou","Goundam","Adarmalane",NA,NA,NA
"1130",2016-05-31,"Tombouctou","Goundam","Alzounoub",NA,NA,NA
"1131",2016-05-31,"Tombouctou","Goundam","Bintagoungou",NA,12,NA
"1132",2016-05-31,"Tombouctou","Goundam","Douekire",NA,NA,NA
"1133",2016-05-31,"Tombouctou","Goundam","Doukouria",NA,NA,NA
"1134",2016-05-31,"Tombouctou","Goundam","Essakane",NA,1013,7359
"1135",2016-05-31,"Tombouctou","Goundam","Gargando",NA,0,0
"1136",2016-05-31,"Tombouctou","Goundam","Goundam Commune",NA,121,936
"1137",2016-05-31,"Tombouctou","Goundam","Issa Bery",NA,56,405
"1138",2016-05-31,"Tombouctou","Goundam","Kaneye",NA,0,0
"1139",2016-05-31,"Tombouctou","Goundam","M'bouna",NA,152,951
"1140",2016-05-31,"Tombouctou","Goundam","Razelma",NA,NA,NA
"1141",2016-05-31,"Tombouctou","Goundam","Tele",NA,NA,NA
"1142",2016-05-31,"Tombouctou","Goundam","Tilemsi",NA,NA,NA
"1143",2016-05-31,"Tombouctou","Goundam","Tin Aicha",NA,NA,NA
"1144",2016-05-31,"Tombouctou","Goundam","Tonka",NA,NA,NA
"1145",2016-05-31,"Tombouctou","Gourma-Rharous","Bambara Maoude",NA,NA,NA
"1146",2016-05-31,"Tombouctou","Gourma-Rharous","Banicane",NA,192,355
"1147",2016-05-31,"Tombouctou","Gourma-Rharous","Gossi",NA,NA,NA
"1148",2016-05-31,"Tombouctou","Gourma-Rharous","Hamzakona",NA,NA,NA
"1149",2016-05-31,"Tombouctou","Gourma-Rharous","Haribomo",NA,NA,NA
"1150",2016-05-31,"Tombouctou","Gourma-Rharous","Inadiatafane",NA,NA,NA
"1151",2016-05-31,"Tombouctou","Gourma-Rharous","Ouinerden",NA,NA,NA
"1152",2016-05-31,"Tombouctou","Gourma-Rharous","Rharous",NA,NA,NA
"1153",2016-05-31,"Tombouctou","Gourma-Rharous","Serere",NA,206,398
"1154",2016-05-31,"Tombouctou","Niafunke","Banikane Narhawa",NA,NA,NA
"1155",2016-05-31,"Tombouctou","Niafunke","Dianke",NA,NA,NA
"1156",2016-05-31,"Tombouctou","Niafunke","Fittouga",NA,NA,NA
"1157",2016-05-31,"Tombouctou","Niafunke","Koumaira",NA,NA,NA
"1158",2016-05-31,"Tombouctou","Niafunke","Lere",NA,NA,NA
"1159",2016-05-31,"Tombouctou","Niafunke","N'gorkou",NA,NA,NA
